Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(PCU),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,MBLK1,,,1,0,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Fall_Belchior_Student,1,8/13/25,,1,0.1,73,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Fall_Belchior_Student,2,8/13/25,,1,0.094,69,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Spring_Belchior_Student,1,4/29/25,,1,0.035,26,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Spring_Belchior_Student,2,4/29/25,,1,0.029,21,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Spring_Belchior_Student,3,4/30/25,,1,0.085,62,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Spring_Belchior_Student,4,4/30/25,,1,0.085,62,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Spring_Belchior_Student,5,4/30/25,,1,0.093,68,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Downstream Spring_Belchior_Student,6,4/30/25,,1,0.114,84,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Fall_Belchior_Student,1,8/13/25,,1,0.071,52,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Fall_Belchior_Student,2,8/13/25,,1,0.036,26,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Fall_Belchior_Student,3,8/13/25,,1,0.035,26,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Fall_Belchior_Student,4,8/13/25,,1,0.047,34,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Spring_Belchior_Student,1,4/29/25,,1,0.069,51,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Spring_Belchior_Student,2,4/29/25,,1,0.008,6,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Spring_Belchior_Student,3,4/29/25,,1,0.007,5,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Upstream Spring_Belchior_Student,4,4/29/25,,1,0.007,5,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Fall_Belchior_Student,1,8/13/25,,1,0.086,63,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Fall_Belchior_Student,2,8/13/25,,1,0.096,70,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Fall_Belchior_Student,3,8/13/25,,1,0.077,56,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Fall_Belchior_Student,DUP1,8/13/25,,1,0.077,56,,,,,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,ALTQC1,,,1,0.024,17,,,Q,Q,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,CCV1,,,1,0.034,25,,,Q,Q,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,MBLK2,,,1,0,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Spring_Belchior_Student,1,4/29/25,,1,0.026,19,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Spring_Belchior_Student,2,4/29/25,,1,0.023,17,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Ponar Spring_Belchior_Student,3,4/29/25,,1,0.02,14,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Canal Fall_Belchior_Student,1,8/12/25,,1,0.106,78,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Canal Fall_Belchior_Student,2,8/12/25,,1,0.109,80,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Canal Fall_Belchior_Student,3,8/12/25,,1,0.071,52,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Canal Spring_Belchior_Student,1,4/30/25,,1,0.032,23,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Canal Spring_Belchior_Student,2,4/30/25,,1,0.027,20,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Canal Spring_Belchior_Student,3,4/30/25,,1,0.061,45,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Fall_Belchior_Student,1,8/13/25,,1,0.082,60,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Fall_Belchior_Student,2,8/13/25,,1,0.132,97,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Fall_Belchior_Student,3,8/13/25,,1,0.081,59,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Fall_Belchior_Student,3DUP,8/13/25,,1,0.082,60,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Spring_Belchior_Student,1,4/29/25,,1,0.025,18,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Spring_Belchior_Student,2,4/29/25,,1,0.025,18,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Reservoir Spring_Belchior_Student,3,4/29/25,,1,0.02,14,,,Q,Q,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Saint Johns Fall_Belchior_Student,1,8/12/25,,1,0.078,57,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Saint Johns Fall_Belchior_Student,2,8/12/25,,1,0.083,61,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Saint Johns Fall_Belchior_Student,3,8/12/25,,1,0.078,57,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Saint Johns Fall_Belchior_Student,DUP2,8/12/25,,1,0.077,56,,,,,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,ALTQC2,,,1,0.025,18,,,Q,Q,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,CCV2,,,1,0.034,25,,,Q,Q,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,MBLK3,,,1,0,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Marion,Saint Johns Fall_Belchior_Student,4,8/12/25,,1,0.088,65,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L5,8/20/25,,1,0.045,33,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L2,8/20/25,,1,0.042,31,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L4,8/20/25,,1,0.048,35,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP2,8/20/25,,1,0.044,32,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP1,8/20/25,,1,0.046,34,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP3,8/20/25,,1,0.047,34,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,LC,8/20/25,,1,0.088,65,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L5,9/23/25,,1,0.046,34,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L2,9/23/25,,1,0.049,36,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L4,9/23/25,,1,0.047,34,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP2,9/23/25,,1,0.042,31,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP1,9/23/25,,1,0.044,32,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP3,9/23/25,,1,0.049,36,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,LC,9/23/25,,1,0.073,54,,,,,,Sample,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,DUP3,9/23/25,,1,0.073,54,,,,,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,ALTQC3,,,1,0.025,18,,,Q,Q,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,CCV3,,,1,0.034,25,,,Q,Q,,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,MBLK4,,,,,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,DUP4,,,,,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,ALTQC4,,,,,0,,J,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,CCV4,,,,,0,,J,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,MBLK5,,,,,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,DUP5,,,,,0,,,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,ALTQC5,,,,,0,,J,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
10/14/25,3:40:00 PM,EST,10/15/25,11:39:00 AM,EST,,,CCV5,,,,,0,,J,QTI,Q,TI,QAQC,COL1014202510152025,Student Project,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,MBLK1,,,1,-0.001,0,,,QTI,Q,TI,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gadsden,Talquin,1,7/5/25,,1,0.042,32,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Air Strip-1,1,7/11/25,,1,0.085,64,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Cattle Dip-1,1,7/11/25,,10,0.113,843,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Depot Creek-1,1,7/11/25,,4,0.163,485,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Dove Field-1,1,7/11/25,,4,0.085,254,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Money Bayou-1,1,7/11/25,,4,0.176,524,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Pond Road-1,1,7/11/25,,4,0.194,577,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,Simmons Bayou-1,1,7/11/25,,1,0.017,13,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-1,1,7/8/25,,1,0.011,9,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-2,1,7/8/25,,1,0.012,9,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-3,1,7/8/25,,1,0.009,7,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-4,1,7/8/25,,1,0.013,10,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-5,1,7/8/25,,1,0.013,10,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-6,1,7/8/25,,1,0.039,29,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-7,1,7/8/25,,1,0.028,21,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-8,1,7/8/25,,1,0.016,12,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Gulf,St. Joseph Bay-9,1,7/8/25,,1,0.011,9,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Hernando,Hernando Beach-1,1,7/23/25,,1,0.01,8,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Hernando,Hernando Beach-2,1,7/23/25,,1,0.009,7,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Hernando,Hernando Beach-2,DUP1,7/23/25,,1,0.008,6,,,,,,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,ALTQC1,,,1,0.023,18,,,Q,Q,,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,CCV1,,,1,0.034,26,,,Q,Q,,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,MLBK2,,,1,-0.001,0,,,QTI,Q,TI,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Hernando,Hernando Beach-3,1,7/23/25,,1,0.01,8,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Hernando,Hernando Beach-4,1,7/23/25,,1,0.014,11,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Hernando,Hernando Beach-5,1,7/23/25,,1,0.013,10,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Jackson,Silver,1,7/20/25,,1,0.011,9,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Bear,1,7/7/25,,4,0.09,269,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Bugg Springs,1,7/19/25,,1,0.014,11,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Crown,1,7/27/25,,1,0.04,30,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Griffin West,1,4/29/25,,1,0.101,75,,,Q,Q,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Griffin West,1,7/30/25,,1,0.117,87,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Jewel,1,7/27/25,,1,0.09,67,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Joanna,1,7/10/25,,1,0.018,14,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Louisa,1,7/7/25,,4,0.134,399,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Lake,Royal,1,7/27/25,,1,0.029,22,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Leon,Carr,1,7/10/25,,1,0.019,15,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Leon,Jackson,1,7/30/25,,1,0.033,25,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Liberty,Mystic,1,7/18/25,,1,0.01,8,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Marion,Deerback,1,7/23/25,,1,0.022,17,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Marion,Little Weir,1,7/5/25,,1,0.024,18,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Marion,Weir,1,7/21/25,,1,0.015,12,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Marion,Weir,DUP2,7/21/25,,1,0.015,12,,,,,,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,ALTQC2,,,1,0.025,19,,,Q,Q,,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,CCV2,,,1,0.034,26,,,Q,Q,,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,,,MLBK3,,,1,0,1,,,QTI,Q,TI,QAQC,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Orange,Waumpi,1,7/21/25,,1,0.026,20,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Autumn,1,7/25/25,,1,0.088,66,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Crescent,1,7/9/25,,1,0.041,31,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Salt Creek-1,1,7/12/25,,1,0.087,65,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Salt Creek-2,1,7/12/25,,1,0.114,85,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Salt Creek-3,1,7/12/25,,1,0.048,36,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Salt Creek-4,1,7/12/25,,1,0.059,44,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Saundra,1,7/2/25,,1,0.049,37,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Pinellas,Seminole,1,7/7/25,,1,0.043,32,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Polk,Daisy,1,7/21/25,,1,0.02,15,,,,,,Sample,COL0919202510242025,,
9/19/25,1:29:00 PM,EST,10/24/25,12:33:00 PM,EST,Polk,Fannie,1,7/3/25,,1,0.057,43,,,,,,Sample,COL0919202510242025,,
