Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Org_Result_Value,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,LWID,Comments
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Palm Beach,Green Cay,1,4/20/24,EST,,,59,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Palm Beach,Westwood,1,4/26/24,EST,,,14,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Pasco,Bird,1,4/16/24,EST,,,35,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Pasco,Conley,1,4/6/24,EST,,,29,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Pasco,East,1,4/18/24,EST,,,10,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Pasco,Jovita,1,4/17/24,EST,,,14,,,Q,,,,,,
5/22/24,9:06:00 AM,EDT,5/22/24,10:53:00 AM,EDT,Pinellas,Autumn,1,1/21/24,EST,,,39,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Pinellas,Bellevue,1,4/18/24,EST,,,20,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Pinellas,Crescent,1,4/27/24,EST,,,32,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Pinellas,Meadow West,1,4/23/24,EST,,,53,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Pinellas,Seminole,1,4/25/24,EST,,,35,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Pinellas,Winston,1,4/14/24,EST,,,37,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Polk,Big Bass,1,1/10/24,EST,,,46,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Polk,Boca Cove,1,1/10/24,EST,,,56,,,Q,,,,,,
4/19/24,9:46:00 AM,EDT,4/19/24,11:46:00 AM,EDT,Polk,Crooked,1,1/26/24,EST,,,22,,,Q,,,,,,
4/19/24,9:46:00 AM,EDT,4/19/24,11:46:00 AM,EDT,Polk,Crooked-Babson Park,1,1/26/24,EST,,,21,,,Q,,,,,,
4/19/24,9:46:00 AM,EDT,4/19/24,11:46:00 AM,EDT,Polk,Crooked-Seminole Rd. drain,1,1/26/24,EST,,,22,,,Q,,,,,,
4/4/24,10:18:00 AM,EDT,4/4/24,12:42:00 PM,EDT,Polk,Flora,1,1/10/24,EST,,,51,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Polk,Gaskin's Cut,1,1/10/24,EST,,,48,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Polk,Little Bass,1,1/10/24,EST,,,47,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Polk,Otis,1,10/31/23,EST,,,19,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Polk,Saddlebag,1,1/25/24,EST,,,17,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Polk,Tiger,1,4/14/24,EST,,,45,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Polk,Whistler,1,1/26/24,EST,,,14,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Anderson Cue,1,5/28/24,EST,,,14,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Anderson Cue,2,5/28/24,EST,,,9,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Anderson Cue,3,5/28/24,EST,,,6,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Barco,1,5/28/24,EST,,,5,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Barco,2,5/28/24,EST,,,6,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Barco,3,5/28/24,EST,,,6,,,Q,,,,,,
6/12/24,12:00:00 AM,EDT,6/12/24,12:00:00 AM,EDT,Putnam,Blue,1,4/5/24,EST,,,12,,,Q,,,,,,
6/27/24,12:30:00 PM,EDT,6/27/24,2:15:00 PM,EDT,Putnam,Blue,2,4/5/24,,,,13,,,Q,,,,,,
6/12/24,12:00:00 AM,EDT,6/12/24,12:00:00 AM,EDT,Putnam,Broward,1,1/22/24,EST,,,23,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Enslow,1,5/28/24,EST,,,18,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Enslow,2,5/28/24,EST,,,19,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Enslow,3,5/28/24,EST,,,18,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Putnam,Fanny,1,4/28/24,EST,,,11,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Goose,1,5/29/24,EST,,,255,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Goose,2,5/29/24,EST,,,269,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Goose,3,5/29/24,EST,,,249,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,McCloud,1,5/28/24,EST,,,14,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,McCloud,2,5/28/24,EST,,,9,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,McCloud,3,5/28/24,EST,,,9,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Ross,1,5/29/24,EST,,,300,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Ross,2,5/29/24,EST,,,280,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Ross,3,5/29/24,EST,,,300,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Rowan,1,5/28/24,EST,,,133,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Rowan,2,5/28/24,EST,,,134,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Rowan,3,5/28/24,EST,,,133,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Suggs,1,5/29/24,EST,,,272,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Suggs,2,5/29/24,EST,,,266,,,Q,,,,,,
7/10/24,10:33:00 AM,EDT,7/10/24,12:46:00 PM,EDT,Putnam,Suggs,3,5/29/24,EST,,,266,,,Q,,,,,,
4/19/24,9:46:00 AM,EDT,4/19/24,11:46:00 AM,EDT,Sarasota,Awesome,1,1/22/24,EST,,,15,,,Q,,,,,,
5/9/24,12:05:00 PM,EDT,5/9/24,12:00:00 AM,EDT,Sarasota,Center,1,1/11/24,EST,,,34,,,Q,,,,,,
5/9/24,12:05:00 PM,EDT,5/9/24,12:00:00 AM,EDT,Sarasota,Lake 37,1,1/4/24,EST,,,23,,,Q,,,,,,
5/22/24,9:06:00 AM,EDT,5/22/24,10:53:00 AM,EDT,Sarasota,Lake G-20,1,1/4/24,EST,,,22,,,Q,,,,,,
5/22/24,9:06:00 AM,EDT,5/22/24,10:53:00 AM,EDT,Sarasota,Lake M-9,1,1/4/24,EST,,,49,,,Q,,,,,,
5/22/24,9:06:00 AM,EDT,5/22/24,10:53:00 AM,EDT,Sarasota,Pinebrook South,1,1/23/24,EST,,,27,,,Q,,,,,,
5/22/24,9:06:00 AM,EDT,5/22/24,10:53:00 AM,EDT,Sarasota,South,2,1/11/24,EST,,,23,,,Q,,,,,,
4/19/24,9:46:00 AM,EDT,4/19/24,11:46:00 AM,EDT,Sarasota,Upper Myakka,1,1/30/24,EST,,,118,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Brantley,1,4/7/24,EST,,,15,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Clear,1,4/25/24,EST,,,78,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Concord,1,4/30/24,EST,,,21,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Crescent,1,4/20/24,EST,,,29,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Crystal Bowl,1,4/30/24,EST,,,13,,,Q,,,,,,
6/12/24,12:00:00 AM,EDT,6/12/24,12:00:00 AM,EDT,Seminole,Cub,1,1/24/24,EST,,,18,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,East,1,4/17/24,EST,,,42,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Horseshoe North,1,4/3/24,EST,,,104,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Little Bear,1,4/19/24,EST,,,17,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Lost,1,4/20/24,EST,,,43,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Mary,1,4/21/24,EST,,,25,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Miami Springs-1,1,1/27/24,EST,,,5,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Miami Springs-1,1,4/26/24,EST,,,4,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Miami Springs-2,1,1/27/24,EST,,,4,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Miami Springs-2,1,4/26/24,EST,,,6,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Miami Springs-3,1,1/27/24,EST,,,4,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Miami Springs-3,1,4/26/24,EST,,,6,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Quail Pond,1,4/30/24,EST,,,37,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Queens Mirror,1,4/13/24,EST,,,65,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Rock,1,4/18/24,EST,,,36,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Secret,1,4/30/24,EST,,,22,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Silver,1,4/25/24,EST,,,13,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Triplet Middle,1,4/30/24,EST,,,51,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Triplet North,1,4/30/24,EST,,,43,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Triplet South,1,4/30/24,EST,,,52,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Wekiva,1,1/24/24,EST,,,29,,,Q,,,,,,
7/11/24,9:46:00 AM,EDT,7/11/24,11:39:00 AM,EDT,Seminole,Wekiva,1,4/9/24,EST,,,27,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,St Lucie,Savanna-Indrio,2,4/8/24,EST,,,20,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Sumter,Big Gant,1,4/16/24,EST,,,20,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,Blue Spring-1,1,4/5/24,EST,,,114,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,Blue Spring-2,1,4/5/24,EST,,,9,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,Blue Spring-3,1,4/5/24,EST,,,66,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,Mud,1,4/28/24,EST,,,94,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Volusia,North Talmadge,1,4/9/24,EST,,,85,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,St. John's Harney-3,1,4/28/24,EST,,,114,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,St. John's Jesup-1,1,4/28/24,EST,,,110,,,Q,,,,,,
7/18/24,10:17:00 AM,EDT,7/18/24,12:34:00 PM,EDT,Volusia,St. John's Lemon Bluff-2,1,4/28/24,EST,,,115,,,Q,,,,,,
6/12/24,12:00:00 AM,EDT,6/12/24,12:00:00 AM,EDT,Volusia,Waterford,1,1/15/24,EST,,,27,,,Q,,,,,,
7/12/24,8:56:00 AM,EDT,7/12/24,7:51:00 AM,EDT,Volusia,Winnemissett,1,4/18/24,EST,,,18,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Destin-5,1,1/28/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Destin-6,1,1/28/24,CST,,,22,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Destin-7,1,1/10/24,CST,,,9,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Destin-8,1,1/10/24,CST,,,12,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-1,1,1/26/24,CST,,,23,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-10,1,1/26/24,CST,,,18,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-2,1,1/26/24,CST,,,18,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-3,1,1/26/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-4,1,1/26/24,CST,,,15,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-5,1,1/26/24,CST,,,16,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-6,1,1/10/24,CST,,,12,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-7,1,1/26/24,CST,,,23,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-8,1,1/10/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Freeport-9,1,1/26/24,CST,,,19,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Santa Rosa Beach-10,1,1/22/24,CST,,,20,,,Q,,,,,,
4/3/24,12:30:00 PM,EDT,4/3/24,12:30:00 PM,EDT,Walton,CBA Santa Rosa Beach-9,1,1/22/24,CST,,,24,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Walton,Morris,1,1/29/24,CST,,,52,,,Q,,,,,,
4/5/24,12:30:00 AM,EDT,4/8/24,11:50:00 AM,EDT,Walton,Peach Creek-3,1,1/29/24,CST,,,170,,,Q,,,,,,
6/27/24,12:30:00 PM,EDT,6/27/24,2:15:00 PM,EDT,Washington,CBA Holmes Creek-1,1,4/11/24,,,,15,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Alachua,Kingswood,1,1/25/24,EST,,,180,,,Q,,,,,,
2/5/24,9:38:00 AM,EST,2/5/24,11:57:00 AM,EST,Charlotte,White Marsh Inflow,1,10/30/23,,,,55,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Citrus,Magnolia Creek-1,1,1/18/24,EST,,,6,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Clay,Asbury South,1,4/22/23,EST,,,11,,,Q,,,,,,
3/5/24,10:00:00 AM,EST,3/5/24,12:08:00 PM,EST,Collier,IFAS Collier Pond,1,10/13/23,EST,,,13,,,Q,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Rainbow River-2,1,10/22/23,EST,,,1,,,QU,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-1,1,10/17/23,EST,,,1,,,QU,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-2,1,10/17/23,EST,,,0,,,QTI,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-3,1,10/17/23,EST,,,0,,,QTI,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Marion,Silver River-4,1,10/17/23,EST,,,2,,,Q,,,,,,
2/6/24,9:53:00 AM,EST,2/6/24,12:02:00 PM,EST,Palm Beach,Westwood,1,10/31/23,,,,12,,,Q,,,,,,
2/6/24,9:53:00 AM,EST,2/6/24,12:02:00 PM,EST,Pinellas,Chautauqua 2,1,10/22/23,,,,33,,,Q,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Putnam,Blue,1,1/18/24,EST,,,12,,,Q,,,,,,
3/6/24,10:06:00 AM,EST,3/6/24,11:46:00 AM,EST,Putnam,Fanny,1,1/13/24,EST,,,7,,,Q,,,,,,
2/8/24,9:39:00 AM,EST,2/8/24,12:09:00 PM,EST,Seminole,Crescent,1,10/8/23,,,,32,,,Q,,,,,,