ADAPT_Analyte_ID,Org_Analyte_Name,Activity_Type,Sample_Collection_Type,Sample_Collection_Equipment,Activity_Depth,Activity_Depth_Unit,Total_Depth,Total_Depth_Unit,Analysis_Method,Sample_Fraction,Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Site,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Org_MDL,Org_PQL,Org_Detection_Unit,Value_Qualifier,Result_Comments,Result_Value_Type_Name,Dilution
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/04/2025,01:28:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-CRY,9,02/04/2025,01:26:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/04/2025,02:00:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-CRY,10,02/04/2025,01:58:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,09:52:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,1,02/05/2025,09:50:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,10:12:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,2,02/05/2025,10:10:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,09:25:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,3,02/05/2025,09:23:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,09:06:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,4,02/05/2025,09:04:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,08:09:59 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,5,02/05/2025,08:08:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,10:34:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,6,02/05/2025,10:32:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,01:44:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,7,02/05/2025,01:42:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,01:30:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,8,02/05/2025,01:28:00 PM,EST,4,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,10:50:59 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,9,02/05/2025,10:49:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,01:16:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-HOM,10,02/05/2025,01:14:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,12:29:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,1,02/06/2025,12:27:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,11:23:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,2,02/06/2025,11:21:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,09:43:00 AM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,3,02/06/2025,09:41:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,12:56:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,4,02/06/2025,12:54:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,01:37:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,5,02/06/2025,12:35:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,12:01:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,6,02/06/2025,11:59:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,01:16:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,7,02/06/2025,01:14:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,01:37:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,8,02/06/2025,01:35:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,02:13:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,9,02/06/2025,02:11:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/06/2025,01:53:00 PM,EST,03/06/2025,12:30:00 PM,EST,Citrus,CIT-WIT,10,02/06/2025,01:50:59 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,12:20:59 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,1,02/05/2025,12:18:59 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,12:04:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,2,02/05/2025,12:02:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,11:53:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,3,02/05/2025,11:51:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,11:42:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,4,02/05/2025,11:40:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,11:33:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,5,02/05/2025,11:31:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,12:49:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,6,02/05/2025,12:47:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,12:55:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,7,02/05/2025,12:53:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,11:25:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,8,02/05/2025,11:23:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,11:15:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,9,02/05/2025,11:13:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/05/2025,11:04:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-CHA,10,02/05/2025,11:02:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,08:53:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,1,02/17/2025,08:51:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,10:14:59 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,2,02/17/2025,10:12:59 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,09:38:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,3,02/17/2025,09:36:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,11:02:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,4,02/17/2025,10:59:59 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,12:08:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,5,02/17/2025,12:06:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,11:40:00 AM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,6,02/17/2025,11:38:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,01:44:59 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,7,02/17/2025,01:43:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,12:51:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,8,02/17/2025,12:49:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,12:39:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,9,02/17/2025,12:37:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/17/2025,12:27:00 PM,EST,03/06/2025,12:30:00 PM,EST,Hernando,HER-WEE,10,02/17/2025,12:25:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,12:20:59 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,1,02/10/2025,12:18:59 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,12:18:59 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,2,02/10/2025,12:47:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,11:16:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,3,02/10/2025,11:14:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,12:32:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,4,02/10/2025,12:30:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,11:39:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,5,02/10/2025,11:37:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,11:42:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,6,02/10/2025,11:46:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,12:02:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,7,02/10/2025,12:00:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,11:27:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,8,02/10/2025,11:25:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,11:02:59 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,9,02/10/2025,11:01:00 AM,EST,0,ug/L,1,1,ug/L,QTI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/10/2025,01:10:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ANC,10,02/10/2025,01:05:59 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:37:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,1,02/11/2025,11:35:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,12:09:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,2,02/11/2025,12:06:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:47:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,3,02/11/2025,11:44:59 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,10:57:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,4,02/11/2025,10:55:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,12:23:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,5,02/11/2025,12:20:59 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,10:47:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,6,02/11/2025,10:45:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,12:34:00 PM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,7,02/11/2025,12:32:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:28:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,8,02/11/2025,11:26:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:17:59 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,9,02/11/2025,11:16:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
WIN-001,Chlorophyll a- corrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,02/11/2025,11:08:00 AM,EST,03/06/2025,12:30:00 PM,EST,Pasco,PAS-ARI,10,02/11/2025,11:06:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
