"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Org_Result_Value","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","LWID","Comments","Sampling_Agency_Name","Project_ID"
"04/24/2023","10:03:00 AM","EDT","04/24/2023","11:50:00 AM","EDT","Hillsborough","Cypress Creek-122","1","01/23/2023",,,,119,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/24/2023","10:03:00 AM","EDT","04/24/2023","11:50:00 AM","EDT","Hillsborough","Cypress Creek-122","2","01/23/2023",,,,119,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2023","10:01:00 AM","EDT","07/05/2023","12:11:00 PM","EDT","Hillsborough","Cypress Creek-122","1","04/25/2023",,,,36,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/07/2023","10:22:00 AM","EDT","06/07/2023","11:30:00 AM","EDT","Orange","Little Sawyer","1","01/02/2023",,,,21,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/07/2023","10:22:00 AM","EDT","06/07/2023","11:30:00 AM","EDT","Orange","Sawyer","1","01/02/2023",,,,28,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/29/2023","10:59:00 AM","EDT","03/29/2023","12:56:00 PM","EDT","Pinellas","Autumn","1","01/12/2023",,,,38,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/13/2023","8:55:00 AM","EDT","04/13/2023","10:06:00 AM","EDT","Polk","Big Bass","1","01/04/2023",,,,36,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/25/2023","10:07:00 AM","EDT","04/25/2023","1:35:00 PM","EDT","Sarasota","South","1","10/13/2022",,,,43,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Bay","Massalina Bayou-1","1","10/19/2022",,,,10,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"12/22/2022","11:00:00 AM","EST","12/22/2022","12:00:00 PM","EST","Hillsborough","Cypress Creek-122","1","10/26/2022",,,,153,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"12/22/2022","11:00:00 AM","EST","12/22/2022","12:00:00 PM","EST","Hillsborough","Cypress Creek-122","2","10/26/2022",,,,160,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"12/19/2022","3:00:00 PM","EST","12/19/2022","4:15:00 PM","EST","Hillsborough","Pine","1","10/20/2022",,,,23,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/15/2023","9:20:00 AM","EST","02/15/2023","10:17:00 AM","EST","Orange","Holden","1","10/16/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/15/2023","9:20:00 AM","EST","02/15/2023","10:17:00 AM","EST","Orange","Holden Canal-1","1","10/16/2022",,,,16,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Sarasota","Lake 37","1","10/17/2022",,,,49,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Sarasota","Lake G-20","2","10/17/2022",,,,31,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"01/30/2023","9:19:00 AM","EST","01/30/2023","11:01:00 AM","EST","Sarasota","Lake M-9","1","10/17/2022",,,,54,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/17/2022","11:18:00 AM","EDT","10/17/2022","12:41:00 PM","EDT","Citrus","Tsala Apopka South","1","07/29/2022",,,,45,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/05/2022","9:55:00 AM","EDT","10/05/2022","10:44:00 AM","EDT","Columbia","Rum Island Spring-1","1","07/20/2022",,,,2,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/05/2022","9:55:00 AM","EDT","10/05/2022","10:44:00 AM","EDT","Gilchrist","Gilchrist Blue Spring Run-1","1","07/20/2022",,,,4,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/05/2022","9:55:00 AM","EDT","10/05/2022","10:44:00 AM","EDT","Gilchrist","Ginnie Spring Run-1","1","07/20/2022",,,,2,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/22/2022","10:44:00 AM","EDT","08/22/2022","1:16:00 PM","EDT","Hillsborough","Cedar West","1","07/27/2022",,,,26,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/22/2022","10:44:00 AM","EDT","08/22/2022","1:16:00 PM","EDT","Hillsborough","Cypress Creek-122","1","07/27/2022",,,,159,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/22/2022","10:44:00 AM","EDT","08/22/2022","1:16:00 PM","EDT","Hillsborough","Cypress Creek-122","2","07/27/2022",,,,153,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/18/2022","10:33:00 AM","EDT","08/18/2022","1:27:00 PM","EDT","Lake","Yale","1","07/14/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Miami-Dade","Lakeridge","2","07/18/2022",,,,4,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Miami-Dade","Oakland","1","07/26/2022",,,,8,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Monroe","Tarpon Basin-1","1","07/23/2022",,,,6,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Black","1","07/29/2022",,,,147,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Clear","1","07/25/2022",,,,16,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Down","1","07/17/2022",,,,9,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Formosa","1","07/21/2022",,,,11,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Hickorynut South","2","07/24/2022",,,,21,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Jessamine South","2","07/21/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Little Hickorynut","2","07/30/2022",,,,31,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Little Sawyer","1","07/09/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Olivia","1","07/18/2022",,,,10,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Price","1","07/29/2022",,,,19,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/18/2022","10:00:00 AM","EDT","10/18/2022","12:15:00 PM","EDT","Orange","Rowena","1","07/30/2022",,,,13,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/21/2022","10:33:00 AM","EDT","10/21/2022","11:56:00 AM","EDT","Osceola","Coon","1","07/17/2022",,,,122,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Goose","1","10/25/2022",,,,295,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Goose","2","10/25/2022",,,,292,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Goose","3","10/25/2022",,,,288,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Ross","1","10/25/2022",,,,473,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Ross","2","10/25/2022",,,,464,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Ross","3","10/25/2022",,,,473,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Rowan","1","10/25/2022",,,,183,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Rowan","2","10/25/2022",,,,183,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Rowan","3","10/25/2022",,,,184,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Suggs","1","10/25/2022",,,,255,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Suggs","2","10/25/2022",,,,264,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"11/14/2022","9:34:00 AM","EST","11/14/2022","10:50:00 AM","EST","Putnam","Suggs","3","10/25/2022",,,,273,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/04/2022","9:30:00 AM","EDT","10/04/2022","11:07:00 AM","EDT","Seminole","Horseshoe North","1","04/18/2022",,,,87,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/04/2022","9:30:00 AM","EDT","10/04/2022","11:07:00 AM","EDT","Seminole","Orienta 1","1","07/17/2022",,,,18,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/04/2022","9:30:00 AM","EDT","10/04/2022","11:07:00 AM","EDT","Seminole","Orienta 2","1","07/17/2022",,,,17,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/04/2022","9:30:00 AM","EDT","10/04/2022","11:07:00 AM","EDT","Seminole","Orienta East","1","07/17/2022",,,,20,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"10/04/2022","9:30:00 AM","EDT","10/04/2022","11:07:00 AM","EDT","Seminole","Orienta North","1","07/17/2022",,,,16,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/22/2022","10:44:00 AM","EDT","08/22/2022","1:16:00 PM","EDT","Volusia","Green Springs","1","07/08/2022",,,,17,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/22/2022","10:44:00 AM","EDT","08/22/2022","1:16:00 PM","EDT","Volusia","Green Springs","3","07/08/2022",,,,8,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"09/14/2022","10:30:00 AM","EDT","09/14/2022","12:34:00 PM","EDT","Walton","Deer","1","07/20/2022",,,,114,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Blues Creek-1","1","04/14/2022",,,,26,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Blues Creek-2","1","04/14/2022",,,,293,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Blues Creek-3","1","04/14/2022",,,,308,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Cellon Creek-1","1","04/13/2022",,,,145,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Cellon Creek-2","1","04/13/2022",,,,98,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Cellon Creek-3","1","04/13/2022",,,,46,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Cellon Creek-4","1","04/13/2022",,,,77,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"08/01/2022","10:41:00 AM","EDT","08/01/2022","1:00:00 PM","EDT","Alachua","Watermelon Pond","1","04/22/2022",,,,21,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Alachua","Wauberg","1","04/02/2022",,,,43,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/01/2022","3:00:00 PM","EDT","07/08/2022","9:30:00 AM","EDT","Bay","Burnt Mill Upper-2","1","04/22/2022",,,,69,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"05/23/2022","12:00:00 PM","EDT","05/23/2022","1:15:00 PM","EDT","Charlotte","L-4","2","02/17/2022",,,,95,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/27/2022","7:50:00 AM","EDT","07/27/2022","10:06:00 AM","EDT","Charlotte","White Marsh Inflow","1","04/24/2022",,,,44,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/03/2022","10:01:00 AM","EDT","06/03/2022","11:14:00 AM","EDT","Columbia","Rum Island Spring-1","1","10/21/2021",,,,3,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/03/2022","10:01:00 AM","EDT","06/03/2022","11:14:00 AM","EDT","Gilchrist","Ginnie Spring Run-1","1","10/21/2021",,,,1,,,"QU",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/28/2022","9:12:00 AM","EDT","07/28/2022","10:45:00 AM","EDT","Gulf","Cattledip","1","01/10/2022",,,,23,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/28/2022","9:12:00 AM","EDT","07/28/2022","10:45:00 AM","EDT","Gulf","Pond Road","1","01/10/2022",,,,39,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Highlands","Annie","1","04/13/2022",,,,41,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Highlands","Apthorpe","1","04/15/2022",,,,22,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Highlands","Arbuckle Creek-1","1","04/15/2022",,,,76,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/25/2022","9:38:00 AM","EDT","05/25/2022","12:05:00 PM","EDT","Highlands","Arbuckle Creek-2","1","01/25/2022",,,,135,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Highlands","Arbuckle Creek-2","1","04/15/2022",,,,85,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/25/2022","9:38:00 AM","EDT","05/25/2022","12:05:00 PM","EDT","Highlands","Arbuckle Creek-3","1","01/26/2022",,,,130,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Highlands","Arbuckle Creek-3","1","04/15/2022",,,,77,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/23/2022","12:00:00 PM","EDT","05/23/2022","1:15:00 PM","EDT","Hillsborough","Cypress Creek-122","1","01/26/2022",,,,95,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/23/2022","12:00:00 PM","EDT","05/23/2022","1:15:00 PM","EDT","Hillsborough","Cypress Creek-122","2","01/26/2022",,,,101,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/08/2022","10:36:00 AM","EDT","07/08/2022","12:22:00 PM","EDT","Hillsborough","Cypress Creek-122","1","04/19/2022",,,,183,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/08/2022","10:36:00 AM","EDT","07/08/2022","12:22:00 PM","EDT","Hillsborough","Cypress Creek-122","2","04/19/2022",,,,173,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/28/2022","9:12:00 AM","EDT","07/28/2022","10:45:00 AM","EDT","Hillsborough","Hog Island","1","04/23/2022",,,,61,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Hillsborough","Michaela","1","04/14/2022",,,,58,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/23/2022","12:00:00 PM","EDT","05/23/2022","1:15:00 PM","EDT","Hillsborough","Rainbow","1","10/21/2021",,,,35,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Hillsborough","Stearns","1","04/14/2002",,,,64,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/06/2022","9:43:00 AM","EDT","07/06/2022","12:12:00 PM","EDT","Lake","Woodward","1","04/15/2022",,,,19,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/01/2022","3:00:00 PM","EDT","07/08/2022","9:30:00 AM","EDT","Okaloosa","CBA Santa Rosa Sound-1","1","04/24/2022",,,,9,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"07/01/2022","3:00:00 PM","EDT","07/08/2022","9:30:00 AM","EDT","Okaloosa","CBA Santa Rosa Sound-2","1","04/24/2022",,,,4,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"07/01/2022","3:00:00 PM","EDT","07/08/2022","9:30:00 AM","EDT","Okaloosa","CBA Santa Rosa Sound-3","1","04/24/2022",,,,5,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"07/12/2022","2:00:00 PM","EDT","07/12/2022","3:00:00 PM","EDT","Orange","Hickorynut","1","04/26/2022",,,,25,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/12/2022","2:00:00 PM","EDT","07/12/2022","3:00:00 PM","EDT","Orange","Hickorynut South","1","04/26/2022",,,,24,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/12/2022","2:00:00 PM","EDT","07/12/2022","3:00:00 PM","EDT","Orange","Little Hickorynut","1","04/26/2022",,,,27,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"06/06/2022","10:55:00 AM","EDT","06/06/2022","1:15:00 PM","EDT","Orange","Lockhart","1","01/31/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/07/2022","9:33:00 AM","EDT","07/07/2022","12:07:00 PM","EDT","Polk","Fauna","1","04/13/2022",,,,22,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Putnam","Rowan","1","05/26/2022",,,,214,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Putnam","Rowan","2","05/26/2022",,,,212,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Putnam","Rowan","3","05/26/2022",,,,215,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Putnam","Suggs","1","05/26/2022",,,,337,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Putnam","Suggs","2","05/26/2022",,,,337,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/05/2022","9:28:00 AM","EDT","07/05/2022","12:12:00 PM","EDT","Putnam","Suggs","3","05/26/2022",,,,340,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"07/27/2022","7:50:00 AM","EDT","07/27/2022","10:06:00 AM","EDT","Putnam","Suggs","3","06/29/2022",,,,295,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/25/2022","9:38:00 AM","EDT","05/25/2022","12:05:00 PM","EDT","Sarasota","Upper Myakka","1","01/24/2022",,,,65,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/09/2022","12:00:00 PM","EDT","05/09/2022","1:30:00 PM","EDT","Seminole","Pearl 2","1","01/28/2022",,,,15,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/09/2022","12:00:00 PM","EDT","05/09/2022","1:30:00 PM","EDT","Seminole","Rock","1","01/03/2022",,,,27,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"05/25/2022","9:38:00 AM","EDT","05/25/2022","12:05:00 PM","EDT","Walton","Allen","1","01/17/2022",,,,198,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"05/25/2022","9:38:00 AM","EDT","05/25/2022","12:05:00 PM","EDT","Walton","Big Red Fish","1","01/24/2022",,,,58,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","St. Andrew Bay-1","1","10/26/2021",,,,67,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","St. Andrew Bay-2","1","10/26/2021",,,,59,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","St. Andrew Bay-3","1","10/26/2021",,,,74,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","St. Andrew Bay-6","1","10/26/2021",,,,45,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","St. Andrew Bay-7","1","10/26/2021",,,,44,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","St. Andrew Bay-12","1","10/26/2021",,,,52,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/21/2022","10:47:00 AM","EST","02/21/2022","12:49:00 PM","EST","Bay","West Bay-12","1","10/08/2021",,,,74,,,"Q",,,,,,,"ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.","21FLKWAT"
"02/22/2022","11:38:00 AM","EST","02/22/2022","1:27:00 PM","EST","Collier","Harveys","1","10/24/2021",,,,56,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/22/2022","11:38:00 AM","EST","02/22/2022","1:27:00 PM","EST","Volusia","North Talmadge","1","10/19/2021",,,,143,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/23/2022","1:00:00 PM","EST","02/23/2022","2:45:00 PM","EST","Monroe","Stock Island-1","1","10/13/2021",,,,9,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/23/2022","1:00:00 PM","EST","02/23/2022","2:45:00 PM","EST","Monroe","Stock Island-2","1","10/13/2021",,,,4,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/23/2022","1:00:00 PM","EST","02/23/2022","2:45:00 PM","EST","Monroe","Stock Island-3","1","10/13/2021",,,,3,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/23/2022","1:00:00 PM","EST","02/23/2022","2:45:00 PM","EST","Monroe","Stock Island-4","1","10/13/2021",,,,3,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"02/23/2022","1:00:00 PM","EST","02/23/2022","2:45:00 PM","EST","Osceola","Alligator","1","10/14/2021",,,,59,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/02/2022","1:30:00 PM","EST","03/02/2022","2:45:00 PM","EST","Hillsborough","Cypress Creek-122","1","10/28/2021",,,,172,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/02/2022","1:30:00 PM","EST","03/02/2022","2:45:00 PM","EST","Hillsborough","Cypress Creek-122","2","10/28/2021",,,,164,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/02/2022","1:30:00 PM","EST","03/02/2022","2:45:00 PM","EST","Lake","Fish","1","10/08/2021",,,,38,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"03/21/2022","11:34:00 AM","EDT","03/21/2022","1:51:00 PM","EDT","Okaloosa","CBA Ft. Walton Beach-4","1","10/21/2021",,,,18,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"03/21/2022","11:34:00 AM","EDT","03/21/2022","1:51:00 PM","EDT","Okaloosa","CBA Ft. Walton Beach-5","1","10/21/2021",,,,18,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"03/21/2022","11:34:00 AM","EDT","03/21/2022","1:51:00 PM","EDT","Okaloosa","CBA Ft. Walton Beach-6","1","10/21/2021",,,,21,,,"Q",,,,,,,"CHOCTAWHATCHEE BASIN ALLIANCE","BAYRALLY"
"03/22/2022","11:32:00 AM","EDT","03/22/2022","2:06:00 PM","EDT","Bradford","Rowell","3","01/15/2022",,,,60,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
"04/12/2022","9:44:00 AM","EDT","04/12/2022","11:36:00 AM","EDT","Orange","Hickorynut","1","01/25/2022",,,,29,,,"Q",,,,,,,"Florida Lakewatch","21FLKWAT"
